restaurant_name,city,cuisines,average_cost_for_two,aggregate_rating,votes
Metro Grill,New Delhi,"North Indian, Mughlai, Chinese",1200,3.4,134
Cafe Cruise,New Delhi,"Continental, North Indian, Chinese",1300,2.8,153
Etal The Lounge Bar,New Delhi,"North Indian, Italian, Fast Food",2000,3.2,455
"Game Of Legends - Sports Bar, Grill, & Lounge",New Delhi,"North Indian, Chinese, Continental, Italian",1450,3.5,609
Al-Raaya,New Delhi,"Mughlai, North Indian",600,3.1,6
Authentique Bites,New Delhi,"Bakery, Desserts",300,3.2,17
Embassy,New Delhi,"Chinese, North Indian, Mughlai",1200,3.0,126
Narang'S Bake 'N' Cake,New Delhi,"Bakery, Desserts, Fast Food",400,3.0,4
New Darvesh,New Delhi,"Chinese, South Indian",150,3.0,14
1Up,New Delhi,"Cafe, Italian, Continental",1200,3.5,282
Gujarati Samaj Santushti,New Delhi,Gujarati,300,3.6,95
Hind Bakery & Chinese Fast Food,New Delhi,Fast Food,150,0.0,0
Hot Pot,New Delhi,Chinese,150,0.0,0
Punjabi Flavour,New Delhi,North Indian,100,0.0,0
Saras Fast Food Feast,New Delhi,"North Indian, South Indian",300,0.0,0
Shama Chicken Corner,New Delhi,"Biryani, Mughlai",300,0.0,0
The Night Owl,New Delhi,Chinese,450,0.0,1
Wimpy Sweets And Confectioners,New Delhi,"Bakery, Mithai",150,0.0,1
Boa Village,New Delhi,"Chinese, Japanese, Korean, Asian",1500,4.0,225
Anand Ji Restaurant,New Delhi,"Chinese, North Indian, Street Food",400,3.1,28
Baskin Robbins,New Delhi,Ice Cream,300,3.3,38
Bhoj Restaurant,New Delhi,"North Indian, Mughlai",600,2.8,54
Brijwasi Restaurant,New Delhi,"North Indian, Chinese",400,2.8,32
Cafe Coffee Day - The Lounge,New Delhi,Cafe,750,3.2,42
Cafe Coffee Day,New Delhi,Cafe,450,2.9,10
Chaat Tadka,New Delhi,"North Indian, Street Food, Mithai",300,2.8,27
Chawla'S Unique Chicken Corner,New Delhi,"North Indian, Mughlai",600,3.2,35
Dawat Khana,New Delhi,"North Indian, Mughlai, Chinese",1600,2.5,82
Eat N Joy,New Delhi,"North Indian, Mughlai",500,3.2,24
Khan Chicken Biryani,New Delhi,North Indian,500,2.9,14
Kolkata Roll,New Delhi,Fast Food,200,2.8,16
R. Ahmad Food,New Delhi,North Indian,450,3.0,11
Sab Ke Khatir,New Delhi,"North Indian, Mughlai",600,3.1,14
Bon Bon Pastry Shop,New Delhi,"Bakery, Desserts, Fast Food",150,3.5,91
Moksha,New Delhi,North Indian,1400,3.7,110
Pebble Street,New Delhi,"Italian, Tex-Mex, Continental, North Indian",2400,3.9,886
Kebab Gallery,New Delhi,"North Indian, Lucknowi",400,0.0,3
Amber,New Delhi,"North Indian, Chinese, Mughlai",1800,2.6,152
Attitude Kitchen & Bar,New Delhi,"North Indian, Continental, Italian",1300,2.9,140
Cafe Coffee Day,New Delhi,Cafe,450,3.4,277
Castle 9,New Delhi,"Finger Food, Continental, North Indian, Chinese",1350,3.1,1099
Costa Coffee,New Delhi,Cafe,600,3.4,76
Delhi Darbar Dhaba,New Delhi,"North Indian, Chinese",400,3.2,89
Garam Dharam,New Delhi,North Indian,1300,3.4,1523
Gola Sizzlers,New Delhi,"Chinese, North Indian, Mughlai, Continental",1600,3.0,671
Indian Coffee House,New Delhi,Fast Food,200,3.3,1300
My Bar Lounge & Restaurant,New Delhi,"North Indian, Chinese, Italian, Continental",1000,2.7,2460
My Bar Square,New Delhi,"North Indian, Chinese, Italian, Continental",1000,2.5,1096
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,3.4,499
The Immigrant Cafe,New Delhi,"North Indian, Italian, Continental",1100,3.2,563
Mob Brewpub,New Delhi,"Continental, Italian, Asian, Indian",1500,4.7,52
Naturals Ice Cream,New Delhi,Ice Cream,150,4.9,2620
Zabardast Indian Kitchen,New Delhi,North Indian,1800,4.7,242
Anand Restaurant,New Delhi,North Indian,550,3.6,485
Berco'S,New Delhi,"Chinese, Thai",1100,3.9,2639
Blues,New Delhi,"Continental, Mexican, American, Italian, North Indian",1100,3.7,706
Burger King,New Delhi,"Burger, Fast Food",500,3.8,2093
Burger Singh,New Delhi,"Burger, Juices, Finger Food",500,3.6,548
Cafe Coffee Day The Square,New Delhi,Cafe,700,3.6,361
Cafe Dalal Street,New Delhi,"North Indian, European",1500,3.7,873
Cafe Hawkers,New Delhi,"Chinese, Continental, North Indian",1200,3.7,673
Cafe Public Connection,New Delhi,"North Indian, Continental, Italian",1200,3.7,834
Cafн© Mrp,New Delhi,"North Indian, Chinese, Italian, Mediterranean",800,3.6,877
Caffe Tonino,New Delhi,"Pizza, Italian, Cafe",1400,3.9,1503
Cha Bar,New Delhi,Cafe,500,3.9,3206
Chaayos,New Delhi,"Cafe, Tea",400,3.9,487
Chew - Pan Asian Cafe,New Delhi,"Asian, Japanese, Chinese, Thai",1700,3.9,2003
China Garden,New Delhi,Chinese,1800,3.9,496
Desi Vibes,New Delhi,"North Indian, Mughlai",1400,3.9,841
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,3.7,336
Dunkin' Donuts,New Delhi,"Burger, Desserts, Fast Food",600,3.8,271
Dunkin' Donuts,New Delhi,"Burger, Desserts, Fast Food",600,3.9,1607
Embassy,New Delhi,"North Indian, Continental, European",2000,3.5,706
Flyp@Mtv,New Delhi,"North Indian, Mexican, Italian, Continental",1200,3.9,1379
Gogourmet,New Delhi,"Healthy Food, Beverages",600,3.7,55
Haldiram'S,New Delhi,"Street Food, North Indian, South Indian, Chinese, Mithai",550,3.9,1151
Indian Grill Company,New Delhi,"North Indian, Continental",1300,3.7,626
Jain Chawal Wale,New Delhi,North Indian,250,3.8,301
Jungle Jamboree,New Delhi,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1200,3.8,1174
Kake Da Hotel,New Delhi,North Indian,600,3.5,2185
Kebab Xpress,New Delhi,"North Indian, Mughlai",600,3.5,321
Kfc,New Delhi,"American, Fast Food",500,3.7,427
Khan Chacha,New Delhi,"Mughlai, North Indian",650,3.7,1189
Kinbuck 2,New Delhi,"North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese",1600,3.9,1286
La Americana,New Delhi,"Fast Food, Burger",450,3.7,41
Lady Baga,New Delhi,"Goan, Seafood",1200,3.7,277
Life Caffe,New Delhi,"Cafe, North Indian, Italian, Japanese, Fast Food",1500,3.6,391
Lord Of The Drinks,New Delhi,"European, Chinese, North Indian, Italian",2200,3.9,2589
Mcdonald'S,New Delhi,"Fast Food, Burger",500,3.8,388
Mcdonald'S,New Delhi,"Fast Food, Burger",500,3.7,108
Moets Arabica,New Delhi,"Arabian, Mexican",400,3.5,95
Mother India,New Delhi,"Bengali, South Indian, North Indian, Mughlai",1400,3.9,66
Mughlai Junction,New Delhi,"North Indian, Mughlai",650,3.9,310
My Bar Headquarters,New Delhi,"North Indian, Mughlai, Chinese",1000,3.7,3010
Nando'S,New Delhi,"Portuguese, African",1200,3.7,1891
Nizam'S Kathi Kabab,New Delhi,"North Indian, Fast Food",900,3.8,1761
Oh My God,New Delhi,"North Indian, Italian, Chinese, Mexican",1400,3.8,367
Open House Cafe,New Delhi,"North Indian, Chinese, Mughlai, Italian",1700,3.8,1158
Parikrama - The Revolving Restaurant,New Delhi,"North Indian, Chinese, Mughlai",2400,3.8,2689
Pind Balluchi,New Delhi,"North Indian, Mughlai",1000,3.6,1434
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,3.5,541
Playboy Cafe,New Delhi,"North Indian, Chinese, Continental",1100,3.7,140
Privee',New Delhi,"Chinese, Italian, Continental, North Indian",5000,3.6,61
Punjabi By Nature,New Delhi,"North Indian, Mughlai",1100,3.7,1256
Quote - The Eclectic Bar And Lounge,New Delhi,"Finger Food, European, North Indian",1700,3.5,422
Rajdhani Thali Restaurant,New Delhi,"Gujarati, Rajasthani",950,3.6,1134
Route 04,New Delhi,"Continental, American, Tex-Mex, North Indian",1350,3.5,1863
Sbarro,New Delhi,"Pizza, Italian",600,3.5,1311
Shake Square,New Delhi,"Beverages, Fast Food",400,3.7,1333
South Indian Snacks,New Delhi,South Indian,300,3.6,50
Ssky Bar & Lounge,New Delhi,"Mughlai, North Indian, Chinese",2800,3.5,92
Starbucks,New Delhi,Cafe,700,3.8,552
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,3.5,276
Tamasha,New Delhi,"Finger Food, North Indian, Continental, Italian",1600,3.7,1801
Taste Of China,New Delhi,"Chinese, Thai",1200,3.5,327
Teddy Boy,New Delhi,"North Indian, Continental, Finger Food",1200,3.9,1020
The Beer Cafe - Biggie,New Delhi,"Finger Food, North Indian, Italian",1250,3.8,645
The Flying Saucer Cafe,New Delhi,"Italian, Mediterranean, Continental, North Indian",1500,3.9,143
The Junkyard Cafe,New Delhi,"North Indian, Mediterranean, Asian",1500,3.9,1545
The Luggage Room Kitchen And Bar,New Delhi,"North Indian, Continental, Fast Food",1400,3.5,63
The Rolling Joint,New Delhi,Fast Food,450,3.9,783
The Vault Cafe,New Delhi,"North Indian, Mediterranean, Asian, Continental",1600,3.9,3413
Veda,New Delhi,"North Indian, Mughlai",1600,3.9,1087
Warehouse Cafe,New Delhi,"American, Continental, Italian, North Indian, Asian",1500,3.7,4914
Zaffran,New Delhi,"North Indian, Mughlai",1800,3.9,908
Zen,New Delhi,"Chinese, Japanese, Italian, Seafood",1500,3.5,1027
Zizo,New Delhi,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,3.9,1071
Kettle & Kegs,New Delhi,Tea,200,0.0,0
Ovenstory Pizza,New Delhi,"Pizza, Fast Food",500,0.0,0
Shree Hari Vaishnav Dhaba,New Delhi,North Indian,200,0.0,2
38 Barracks,New Delhi,"North Indian, Italian, Asian, American",1600,4.4,840
Ambrosia Bliss,New Delhi,"North Indian, Chinese, Italian, Continental",1800,4.0,2333
Ardor 2.1,New Delhi,"North Indian, Chinese, Continental, Italian",2000,4.1,1821
Barbeque Nation,New Delhi,"North Indian, Chinese",1600,4.1,3164
Bikkgane Biryani,New Delhi,"Biryani, North Indian, Hyderabadi",800,4.1,740
Biryani Blues,New Delhi,"Biryani, Hyderabadi",1000,4.0,510
Caffe 9,New Delhi,"North Indian, Chinese, Italian, American, Middle Eastern",2000,4.2,961
Excuse Me Boss,New Delhi,"Continental, North Indian, Chinese, Mediterranean",1800,4.1,799
Fa Yian,New Delhi,Chinese,1200,4.0,412
Farzi Cafe,New Delhi,Modern Indian,2200,4.4,1942
Fuji Japanese Restaurant,New Delhi,Japanese,2000,4.0,312
Healthy Routes,New Delhi,"Healthy Food, Continental, Italian",800,4.0,361
Hotmess,New Delhi,"North Indian, Mediterranean, Asian, Fast Food",1900,4.3,1129
House Of Commons,New Delhi,"Continental, Mediterranean, Italian, North Indian",1400,4.0,510
Johnny Rockets,New Delhi,"Fast Food, American, Burger",1000,4.0,608
Odeon Social,New Delhi,"Continental, American, Asian, North Indian",1600,4.1,1959
Pebble Street,New Delhi,"Italian, Mexican, Continental, North Indian, Finger Food",1800,4.0,817
Piali - The Curry Bistro,New Delhi,"Asian, North Indian",1200,4.1,400
Saravana Bhavan,New Delhi,South Indian,500,4.3,5172
Smoke On Water,New Delhi,"Continental, Mexican, Burger, American, Pizza, Tex-Mex",1300,4.1,467
Starbucks,New Delhi,Cafe,700,4.1,2417
The Darzi Bar & Kitchen,New Delhi,"North Indian, European",1500,4.1,90
The G.T. Road,New Delhi,"North Indian, Afghani, Mughlai",1500,4.3,104
The Town House Cafe,New Delhi,"Continental, North Indian, Italian, Asian",2100,4.0,2252
United Coffee House,New Delhi,"North Indian, European, Asian, Mediterranean",2200,4.1,1838
Unplugged Courtyard,New Delhi,"North Indian, Continental",1600,4.0,1758
Wenger'S Deli,New Delhi,"Bakery, Desserts, Fast Food",400,4.3,1457
Wenger'S,New Delhi,"Bakery, Fast Food, Desserts",400,4.3,3591
{Niche} - Cafe & Bar,New Delhi,"North Indian, Chinese, Italian, Continental",1500,4.1,492
Chicken Minar,New Delhi,"North Indian, Chinese",550,2.6,77
G Lounge,New Delhi,"North Indian, Chinese",1900,3.2,113
Gyms Kook,New Delhi,"Continental, Italian",1000,3.3,140
Burger Joint,New Delhi,"Fast Food, Burger",300,3.5,164
Eleven To Eleven,New Delhi,"North Indian, Chinese",800,3.1,106
Le Chef,New Delhi,"North Indian, Chinese, South Indian, Fast Food",800,3.3,134
Mcdonald'S,New Delhi,"Fast Food, Burger",500,3.4,77
The Buffet Wagon,New Delhi,North Indian,950,3.3,102
Haldiram'S,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,3.5,217
Connexions Bar - Crowne Plaza,New Delhi,Finger Food,2500,3.5,59
Deli - Crowne Plaza,New Delhi,"Bakery, Desserts, Fast Food",1000,3.7,60
Lobby Lounge - Crowne Plaza,New Delhi,Finger Food,2000,3.2,12
Infinity - Crowne Plaza,New Delhi,"Italian, North Indian, Continental",3000,3.5,115
Fiery Grills,New Delhi,"North Indian, Chinese, Continental",1000,3.3,165
Mcdonald'S,New Delhi,"Fast Food, Burger",500,3.4,41
Cafe Desire,New Delhi,"North Indian, Chinese, Finger Food",1000,3.5,116
Haldiram'S,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",550,3.7,262
Kake Di Hatti,New Delhi,North Indian,400,3.5,364
Akash Deep,New Delhi,"North Indian, South Indian, Chinese, Fast Food",600,2.8,28
Al Saad Foods,New Delhi,"North Indian, Fast Food",400,3.2,12
Cafe Coffee Day,New Delhi,Cafe,450,2.8,22
Chandrika,New Delhi,North Indian,400,2.9,6
Dawat-E-Chaman,New Delhi,"North Indian, Mughlai",400,3.4,45
Kallu Nihari,New Delhi,Mughlai,150,3.0,6
King Bikaneri,New Delhi,"North Indian, Chinese, Fast Food, South Indian",400,2.9,6
Manchanda Bakery,New Delhi,"Bakery, Fast Food",200,3.1,8
Mcdonald'S,New Delhi,"Fast Food, Burger",500,2.8,23
Mehta Restaurant,New Delhi,"Street Food, Mithai",150,3.2,6
Shree Jee Rasoi,New Delhi,"North Indian, Chinese",500,3.0,33
Taj Snacks,New Delhi,South Indian,200,3.0,5
Zaika,New Delhi,"North Indian, Chinese, Mughlai",600,3.4,159
Bagli'S Kitchen,New Delhi,Parsi,500,3.7,85
Bhaja Govindam,New Delhi,"North Indian, South Indian",700,3.8,189
Changezi Chicken,New Delhi,"North Indian, Mughlai",500,3.7,519
Dilli Gate,New Delhi,"North Indian, Chinese, Mughlai",500,3.5,26
Jahangeer Foods,New Delhi,"North Indian, Mughlai",600,3.8,124
Moti Mahal,New Delhi,"North Indian, Chinese",1100,3.6,711
Nandlal Ka Dhaba,New Delhi,"North Indian, Mughlai",500,3.6,109
Sugandh,New Delhi,North Indian,400,3.7,57
Suvidha Vegetarian,New Delhi,North Indian,350,3.6,88
Anupam Jalpan,New Delhi,North Indian,200,0.0,0
Aunty'S Kitchen,New Delhi,North Indian,100,0.0,0
Fry Centre,New Delhi,North Indian,200,0.0,0
Iqbal'S Mughal Cuisine,New Delhi,"North Indian, Mughlai",500,0.0,0
Kake Di Hatti Punjabi Khana,New Delhi,North Indian,200,0.0,1
Kaushal Dhaba,New Delhi,North Indian,150,0.0,0
Khan Foods,New Delhi,Mughlai,400,0.0,0
Kumar Sweet House,New Delhi,"Mithai, Street Food",150,0.0,1
Negi Restaurant,New Delhi,North Indian,150,0.0,0
Old Delhi Food Factory,New Delhi,Mughlai,500,0.0,3
Parantha Point,New Delhi,North Indian,100,0.0,1
R.P.W Pizza,New Delhi,Pizza,300,0.0,3
Rajdhani Restaurant,New Delhi,North Indian,400,0.0,0
Roll'S World,New Delhi,Fast Food,200,0.0,0
Shree Krishna Dhaba,New Delhi,"North Indian, South Indian",100,0.0,0
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,2.3,32
Delhi 6 - Royal Cuisine Of The Walled City,New Delhi,Mughlai,500,4.1,271
Food Hub,New Delhi,"Bakery, Fast Food",150,3.0,4
Rr China Tawun,New Delhi,Chinese,250,0.0,1
Aka Saka,New Delhi,"Chinese, Japanese",1200,3.3,176
Anil Mishtan Wala,New Delhi,"Mithai, Street Food",100,3.1,10
Barista,New Delhi,Cafe,650,3.3,73
Cafe 1 Fast Food,New Delhi,"Fast Food, Street Food",200,3.0,12
Chawla'S Tandoori Junction,New Delhi,"North Indian, Chinese, Mughlai",600,3.3,33
Chawnsan Chef,New Delhi,"Mughlai, North Indian, Chinese",700,3.4,104
Choco Kraft,New Delhi,"Bakery, Desserts",300,3.2,12
Colonel'S Kababz,New Delhi,"North Indian, Mughlai",900,3.2,600
Confectionately Seerat'S,New Delhi,"Bakery, Desserts",600,3.2,13
Country Curries,New Delhi,"North Indian, Bengali",700,2.7,8
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,2.5,78
Duggal'S Rasoi,New Delhi,"North Indian, Mughlai",600,3.4,35
Firefly India,New Delhi,"Bakery, Desserts",500,3.4,16
Fluffles - The Fluffy Waffle Co.,New Delhi,Desserts,300,2.5,7
Giani'S,New Delhi,"Ice Cream, Desserts",400,2.8,26
Giani,New Delhi,"Ice Cream, Desserts",400,3.3,29
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,2.7,16
Gulshan Fish & Chicken Fry,New Delhi,North Indian,450,3.2,14
Kitchen22,New Delhi,Fast Food,500,3.1,9
La Chocoallure,New Delhi,Desserts,250,2.9,7
Little Dragon,New Delhi,"Fast Food, Chinese",300,2.9,102
Maddi Sweet Centre,New Delhi,"Mithai, Street Food",150,3.2,22
Man Vs Food The Kitchen,New Delhi,"North Indian, Mughlai",600,3.1,9
Mb'S,New Delhi,"Continental, Chinese, North Indian",1600,3.1,128
Moet'S Sizzlers,New Delhi,Continental,1600,3.0,496
Oberoi'S,New Delhi,"North Indian, Mughlai",450,3.2,8
Punjabee'S Darbar,New Delhi,"North Indian, Chinese",550,3.3,19
Qureshi'S Kabab Corner,New Delhi,"North Indian, Mughlai",600,3.4,35
Saleem'S Restaurant,New Delhi,"North Indian, Mughlai, Chinese",600,3.2,53
Suri Saab Restaurant,New Delhi,"North Indian, Chinese, Mughlai",600,3.0,39
The Sweet Boutique,New Delhi,Bakery,300,3.3,25
Tibb'S Frankie,New Delhi,Fast Food,300,3.2,28
Veg Ex,New Delhi,North Indian,500,3.4,44
Zaaika Junction,New Delhi,"North Indian, Mughlai, Chinese",500,2.6,56
28 Capri Italy,New Delhi,Italian,1500,3.9,245
4S Chinese Restaurant,New Delhi,"Chinese, Thai",700,3.5,215
Amici Cafe,New Delhi,"Cafe, Italian",1200,3.6,386
Angels In My Kitchen,New Delhi,"Bakery, Desserts, Fast Food",350,3.8,460
Arabian Delites,New Delhi,"Lebanese, Arabian",600,3.6,146
Baskin Robbins,New Delhi,Ice Cream,300,3.7,55
Cafe Brown Sugar,New Delhi,"Cafe, Italian, Chinese",1000,3.7,390
Chakhnaa Wala,New Delhi,"Mughlai, Fast Food",400,3.5,15
Cocoberry,New Delhi,Desserts,300,3.6,130
Concept,New Delhi,"North Indian, Mughlai, Chinese",600,3.9,301
Deez Biryani & Kebabs,New Delhi,"Biryani, North Indian, Mughlai",800,3.7,338
Def Col Social,New Delhi,"Continental, American, Asian, North Indian",1600,3.9,798
Dн_Ner Grill,New Delhi,"Fast Food, Turkish",900,3.8,192
Hong Kong Express,New Delhi,"Chinese, Thai",700,3.8,196
Kent'S Fast Food,New Delhi,"Burger, Fast Food",500,3.7,766
Koyla Kebab,New Delhi,"North Indian, Mughlai",700,3.6,42
Meraki Cafe & Bar,New Delhi,"North Indian, Continental, Chinese, Italian",1400,3.6,139
Milk Patisserie,New Delhi,"Bakery, Desserts",300,3.8,24
Moets Curry Leaf,New Delhi,"North Indian, Mughlai, Kashmiri",1500,3.5,208
Moets Oh! Bao,New Delhi,"Chinese, Japanese, Thai",1200,3.6,99
Moets Shack,New Delhi,"Seafood, Continental, European",1800,3.7,601
Moets Stone,New Delhi,Italian,2000,3.8,354
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",1000,3.8,130
Nizam'S Kathi Kabab,New Delhi,"North Indian, Fast Food",900,3.8,303
Nyc.Pie,New Delhi,"Italian, Pizza",900,3.8,306
Raro,New Delhi,"Cafe, Bakery",800,3.7,304
Sagar Ratna,New Delhi,"North Indian, Chinese",600,3.7,308
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,3.6,84
Swagath,New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,3.9,749
The Jugaad Cafe Bar,New Delhi,"North Indian, Chinese, Continental",1800,3.8,238
Chicken Biryani Centre,New Delhi,Biryani,200,0.0,2
Ekta Restaurant,New Delhi,North Indian,200,0.0,2
Garam Masala,New Delhi,North Indian,300,0.0,0
Gulati Food Corner,New Delhi,Chinese,150,0.0,2
Kolkatta Kathi Roll,New Delhi,"North Indian, Fast Food",150,0.0,0
Muradabadi Shahi Biryani & Chicken Corner,New Delhi,Mughlai,400,0.0,0
Rara Dragon,New Delhi,Chinese,500,0.0,0
Mehfil,New Delhi,"North Indian, Mughlai",600,2.4,35
Bonne Bouche,New Delhi,"Italian, French",1750,4.1,711
Cafe Yell,New Delhi,"Cafe, Continental, Italian",1000,4.4,50
Defence Bakery,New Delhi,"Bakery, Fast Food",400,4.1,561
Desi Vibes,New Delhi,"North Indian, Mughlai",1500,4.0,183
Ek Bar,New Delhi,Modern Indian,1700,4.1,242
Hwealthcafe,New Delhi,"Cafe, Healthy Food, Continental",800,4.1,223
Kathputli,New Delhi,Rajasthani,900,4.1,769
Kulfiano,New Delhi,Ice Cream,200,4.0,169
Number 31,New Delhi,"Continental, Asian, Sushi",1600,4.2,63
Roadromeo,New Delhi,"North Indian, Hyderabadi, Kashmiri, Chinese",1650,4.0,460
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,4.0,782
The Culinary Pitaara,New Delhi,"North Indian, Chinese",900,4.2,95
Whipped,New Delhi,"Bakery, Desserts",550,4.2,372
Milko'S,New Delhi,"Street Food, Mithai",200,0.0,2
Mom'S Bake,New Delhi,"Bakery, Fast Food",200,0.0,0
Rv Restaurant,New Delhi,"North Indian, Chinese, South Indian",300,0.0,0
Turning Point Fast Food,New Delhi,"South Indian, Chinese, Continental",600,0.0,1
A Vaishno Bhojnalaya,New Delhi,North Indian,100,3.1,29
Aim Delhi Cafe,New Delhi,Cafe,400,3.4,69
Apni Rasoi,New Delhi,"North Indian, Chinese",400,2.8,109
Blue Bull Cafe,New Delhi,"Cafe, North Indian, Chinese",800,2.8,15
Cafe Bethak,New Delhi,"Cafe, Continental, Chinese",600,3.4,76
Cafe Coffee Day,New Delhi,Cafe,450,3.4,46
Cafe Coffee Day,New Delhi,Cafe,450,3.2,87
Chakhlo Food Court,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food",300,2.6,45
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,2.5,109
Frontier,New Delhi,"Bakery, Desserts",200,3.0,8
Good Foods,New Delhi,"North Indian, Fast Food, Chinese",300,3.3,35
Grain Bell Restaurant,New Delhi,"North Indian, Chinese",450,2.8,81
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,3.1,72
Grover'S - The Baker Shop,New Delhi,"Bakery, Fast Food",100,3.0,18
Hookups Cafe & Lounge,New Delhi,"Chinese, Continental, North Indian",850,3.3,113
Jai Hind Dairy,New Delhi,Mithai,100,2.8,5
Kaveri,New Delhi,North Indian,300,3.3,51
Khushboo Vaishno Dhaba,New Delhi,North Indian,150,2.9,5
Korea Restaurant,New Delhi,Korean,900,3.0,82
Kukkad Nukkad,New Delhi,North Indian,600,3.0,12
Metro Fast Food,New Delhi,"Chinese, Fast Food",350,2.6,26
Mughlai Flavours,New Delhi,Mughlai,300,3.2,17
Pitstop,New Delhi,"North Indian, Mughlai, Chinese",600,3.3,85
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,3.4,143
Prince Snacks & Momo'S Point,New Delhi,Chinese,300,3.4,39
Qash Retro Bar,New Delhi,"Finger Food, North Indian, Italian",2000,2.7,81
Red Chillies,New Delhi,Fast Food,250,3.3,69
Samrat Bakers,New Delhi,"Bakery, Fast Food",200,2.6,16
Samrat Restaurant,New Delhi,"North Indian, Chinese, South Indian, Fast Food",700,3.4,173
Shammi Bhai Lassi Wala,New Delhi,"Chinese, Beverages",400,3.2,45
Shooters Lounge And Bar,New Delhi,"North Indian, Chinese",1100,2.7,50
Singh Ching,New Delhi,"North Indian, Chinese, Mughlai",600,3.4,427
Southy,New Delhi,South Indian,450,2.6,138
Take N Taste Shawarma Zone,New Delhi,Fast Food,100,3.0,14
The Night Owl,New Delhi,Chinese,450,2.8,51
Tilak'S The Diners,New Delhi,"North Indian, Chinese, Fast Food",700,3.1,130
Spezia Bistro,New Delhi,"Cafe, Continental, Chinese, Italian",900,4.6,1071
